Las temperaturas son: 
68.995148	71.957336	72.842812	72.886223	72.486420	71.719269	70.449959	68.247765	63.992241	54.543270	
64.023300	65.991379	66.527695	66.215652	65.340210	63.940685	61.832802	58.548828	53.177933	44.180820	
61.106689	61.457214	61.060928	60.108490	58.718079	56.870422	54.391724	50.936790	45.989819	39.002068	
58.946304	57.669914	56.150360	54.439327	52.553215	50.431221	47.926876	44.816780	40.842480	35.837601	
57.008713	54.125854	51.431351	48.945305	46.624287	44.374413	42.067780	39.560989	36.725700	33.505836	
54.962864	50.393578	46.504013	43.286346	40.624275	38.374420	36.408867	34.633713	32.993488	31.460020	
52.449326	45.981785	40.904938	37.071922	34.212166	32.090214	30.559586	29.571526	29.154526	29.340725	
48.852806	40.179508	34.062218	29.884388	27.062382	25.214787	24.167793	23.938320	24.712355	26.748356	
42.782635	31.821434	25.280270	21.341228	18.938339	17.538870	16.958549	17.301647	19.008236	22.940332	
30.456509	19.043545	13.896435	11.262133	9.811064	9.043943	8.825983	9.301546	11.078623	16.004736	
