Las temperaturas son: 
65.314873	65.786850	64.886169	63.750477	62.739014	61.928444	61.305252	67.305885	61.336243	53.536770	
55.960701	52.011604	48.681221	46.055588	44.001724	42.395569	41.154305	46.673256	53.688129	41.003105	
48.823460	41.300346	35.463448	30.713898	26.921074	24.010050	21.863970	26.765516	33.404491	40.613937	
44.474510	32.085690	22.610428	15.604608	10.568933	7.036674	4.611722	9.348308	15.941031	23.211304	
44.234467	31.647409	22.061117	15.031280	10.035940	6.580124	4.243803	8.942187	15.570364	22.983143	
43.784454	30.870625	21.144146	14.130594	9.246334	5.939693	3.752621	8.334498	15.004308	22.625179	
42.909767	29.472479	19.621372	12.745442	8.113730	5.075788	3.124642	7.424632	14.124746	22.031822	
41.109123	26.917515	17.130119	10.686478	6.560847	3.968928	2.365305	6.084269	12.715232	20.960138	
37.101517	22.219505	13.187521	7.786561	4.565126	2.648444	1.515471	4.215095	10.358764	18.786114	
27.257080	13.750076	7.363243	4.053183	2.246023	1.237032	0.672298	1.941277	6.318684	13.719996	
