Las temperaturas son: 
68.917526	71.830788	72.692635	72.732765	72.344055	71.597649	70.354507	68.180077	63.950958	54.524925	
63.848999	65.706375	66.189133	65.869453	65.019203	63.666714	61.617901	58.396500	53.085014	44.139545	
60.821545	60.990379	60.506248	59.540718	58.191288	56.420807	54.039154	50.687004	45.837509	38.934414	
58.542313	57.012520	55.369202	53.639687	51.810402	49.796562	47.429031	44.464119	40.627510	35.742142	
56.491936	53.290295	50.438911	47.930065	45.679077	43.565762	41.432919	39.111046	36.451431	33.384075	
54.370457	49.418209	45.350315	42.103844	39.520309	37.428608	35.665421	34.106430	32.671951	31.317284	
51.845181	44.945950	39.672989	35.806641	33.027168	31.072575	29.759274	29.003664	28.807919	29.186808	
48.183716	39.192810	32.852066	28.658846	25.904947	24.221897	23.388056	23.384872	24.374252	26.598091	
42.189087	30.895805	24.307152	20.308012	17.962616	16.704493	16.303629	16.837429	18.724426	22.814030	
30.087883	18.449463	13.232122	10.687185	9.204075	8.527296	8.426939	9.018793	10.904974	15.927406	
