Las temperaturas son: 
68.995026	71.957123	72.842560	72.885971	72.486191	71.719055	70.449799	68.247643	63.992172	54.543236	
64.023003	65.990891	66.527107	66.215057	65.339661	63.940201	61.832413	58.548542	53.177757	44.180748	
61.106201	61.456406	61.059971	60.107513	58.717178	56.869644	54.391106	50.936340	45.989548	39.001945	
58.945610	57.668781	56.149017	54.437943	52.551941	50.430130	47.926010	44.816170	40.842102	35.837429	
57.007839	54.124413	51.429642	48.943542	46.622650	44.373028	42.066681	39.560211	36.725224	33.505623	
54.961830	50.391899	46.502007	43.284279	40.622360	38.372795	36.407585	34.632812	32.992935	31.459772	
52.448196	45.979961	40.902763	37.069687	34.210098	32.088455	30.558205	29.570553	29.153927	29.340466	
48.851734	40.177734	34.060112	29.882221	27.060366	25.213072	24.166449	23.937370	24.711777	26.748100	
42.781731	31.819948	25.278507	21.339417	18.936655	17.537434	16.957424	17.300850	19.007748	22.940117	
30.455952	19.042637	13.895353	11.261024	9.810032	9.043066	8.825296	9.301060	11.078323	16.004604	
