Las temperaturas son: 
65.998016	62.841385	58.408272	54.791527	52.260498	50.606998	49.566673	48.927650	48.541992	66.311676	
35.994720	21.579014	12.914000	7.702462	4.569798	2.691492	1.570807	0.907055	0.517662	18.289137	
35.985920	21.549316	12.858318	7.625901	4.483666	2.607513	1.497325	0.848008	0.473377	18.253368	
35.962456	21.478926	12.739532	7.477418	4.330544	2.469703	1.385354	0.764030	0.414329	18.202271	
35.899887	21.314678	12.493160	7.200251	4.070699	2.255331	1.224575	0.652059	0.340848	18.125061	
35.733032	20.939255	12.000418	6.707507	3.654947	1.943517	1.010203	0.514248	0.256870	17.992645	
35.288086	20.104980	11.061859	5.886269	3.039018	1.527765	0.750358	0.361125	0.170738	17.723516	
34.101562	18.325195	9.393311	4.634857	2.217779	1.035022	0.473190	0.212642	0.094177	17.091974	
30.937500	14.765625	6.723633	2.966309	1.279221	0.542278	0.226818	0.093856	0.038496	15.484423	
22.500000	8.437500	3.164062	1.186523	0.444946	0.166855	0.062571	0.023464	0.008799	11.253300	
