Las teperaturas son: 
79.825302	87.557892	91.104149	92.969482	94.055611	94.732605	95.172050	95.462227	95.652527	95.772278	95.839661	95.866165	95.858856	95.821793	95.756699	95.663307	95.539429	95.380768	95.180542	94.928535	94.609924	94.202667	93.673378	92.969490	92.003647	90.620659	88.519753	85.053040	78.642426	64.903442	
71.743858	79.302338	83.889114	86.717789	88.519722	89.701843	90.492157	91.022919	91.373962	91.595116	91.718277	91.764038	91.745232	91.669296	91.539330	91.354721	91.111237	90.800751	90.410446	89.921432	89.306297	88.525269	87.519424	86.199112	84.422829	81.957764	78.403976	73.048889	64.612320	50.970608	
67.849747	74.020576	78.434464	81.495193	83.606155	85.065414	86.074379	86.765930	87.227829	87.518448	87.676834	87.728836	87.691032	87.572990	87.378601	87.106827	86.751694	86.302025	85.740372	85.041489	84.169426	83.073296	81.680351	79.884903	77.530762	74.383392	70.089088	64.125595	55.786629	44.365761	
65.637878	70.499802	74.337685	77.227524	79.350037	80.885452	81.980499	82.745354	83.259903	83.581062	83.748779	83.790451	83.723969	83.559715	83.301758	82.948433	82.492493	81.920586	81.212463	80.339142	79.260536	77.921547	76.246597	74.131660	71.433540	67.957047	63.443871	57.577759	50.042252	40.704712	
64.206772	68.009064	71.196083	73.735336	75.689972	77.155617	78.227203	78.985992	79.496696	79.808685	79.958466	79.971893	79.866241	79.651497	79.331284	78.903259	78.359245	77.684814	76.858414	75.849991	74.619064	73.111954	71.258125	68.965897	66.118103	62.569771	58.153053	52.699814	46.099472	38.409554	
63.186375	66.141510	68.711807	70.838745	72.531189	73.833244	74.801056	75.489822	75.947861	76.214653	76.320824	76.288841	76.133911	75.864777	75.484146	74.989021	74.370682	73.614426	72.698822	71.594711	70.264053	68.658112	66.715797	64.362152	61.508286	58.054630	53.901169	48.970078	43.246048	36.832550	
62.404835	64.668648	66.682861	68.390442	69.778305	70.862122	71.672234	72.243690	72.610374	72.801895	72.842308	72.749817	72.536812	72.210205	71.771599	71.217346	70.538559	69.720856	68.743912	67.580872	66.197716	64.552505	62.595032	60.267189	57.505127	54.244392	50.430275	46.034962	41.082058	35.672951	
61.773277	63.457146	64.974831	66.278496	67.348221	68.185272	68.804138	69.225708	69.472443	69.565361	69.522278	69.356995	69.078903	68.692879	68.199295	67.593941	66.867989	66.007858	64.994980	63.805439	62.409973	60.773842	58.857315	56.617100	54.009167	50.994011	47.544907	43.659668	39.374458	34.775391	
61.241405	62.425362	63.497406	64.419823	65.172592	65.750580	66.159180	66.409912	66.516891	66.494240	66.354401	66.107155	65.758972	65.312759	64.767685	64.119064	63.358322	62.472893	61.446182	60.257545	58.882465	57.292923	55.458359	53.347401	50.930687	48.185314	45.100914	41.687149	37.981133	34.052208	
60.778496	61.520767	62.188339	62.752670	63.196453	63.512512	63.701469	63.769035	63.723518	63.573841	63.328133	62.992706	62.571442	62.065430	61.472736	60.788319	60.003922	59.108109	58.086308	56.920963	55.591911	54.077003	52.353165	50.398079	48.192711	45.724663	42.992496	40.010246	36.811337	33.450256	
60.364468	60.707748	61.003262	61.230381	61.375546	61.431870	61.397881	61.275955	61.070580	60.786934	60.429771	60.002586	59.507050	58.942669	58.306572	57.593388	56.795219	55.901733	54.900230	53.775948	52.512489	51.092514	49.498772	47.715565	45.730770	43.538361	41.141224	38.553905	35.804565	32.935322	
59.985336	59.960823	59.909172	59.816586	59.673542	59.474655	59.218048	58.904369	58.535702	58.114616	57.643322	57.123058	56.553665	55.933289	55.258217	54.522812	53.719536	52.839016	51.870243	50.800804	49.617435	48.306610	46.855431	45.252861	43.491272	41.568161	39.488045	37.264015	34.918739	32.484203	
59.630703	59.260658	58.880272	58.481789	58.059731	57.610886	57.133896	56.628769	56.096180	55.536854	54.951099	54.338348	53.696869	53.023651	52.314232	51.562752	50.761921	49.903214	48.977013	47.972900	46.880096	45.688004	44.386932	42.969051	41.429455	39.767399	37.987427	36.100296	34.123413	32.080441	
59.292274	58.591606	57.895191	57.200836	56.507080	55.813210	55.118958	54.424297	53.729092	53.032768	52.334110	51.631023	50.920448	50.198265	49.459347	48.697540	47.905781	47.076187	46.200294	45.269291	44.274384	43.207211	42.060398	40.828255	39.507477	38.097919	36.603302	35.031700	33.395634	31.711784	
58.962868	57.940010	56.935005	55.951015	54.990635	54.055782	53.147575	52.266281	51.411209	50.580738	49.772320	48.982460	48.206825	47.440254	46.676914	45.910301	45.133450	44.339001	43.519424	42.667202	41.775108	40.836525	39.845787	38.798649	37.692673	36.527695	35.306152	34.033340	32.717308	31.368679	
58.635796	57.293022	55.981728	54.710514	53.486107	52.313133	51.194168	50.129757	49.118729	48.158382	47.244801	46.373055	45.537476	44.731796	43.949387	43.183334	42.426659	41.672386	40.913723	40.144245	39.358025	38.549850	37.715408	36.851490	35.956165	35.028931	34.070797	33.084305	32.073402	31.043274	
58.304199	56.637512	55.016983	53.456993	51.968567	50.559055	49.232292	47.988945	46.827034	45.742508	44.729843	43.782463	42.893166	42.054443	41.258736	40.498604	39.766930	39.057022	38.362736	37.678574	36.999771	36.322388	35.643288	34.960186	34.271561	33.576530	32.874733	32.166107	31.450726	30.728664	
57.960571	55.959106	54.020699	52.166195	50.411144	48.765488	47.233936	45.816669	44.510338	43.309006	42.205048	41.189819	40.254322	39.389534	38.586807	37.838055	37.135918	36.473907	35.846455	35.248959	34.677803	34.130318	33.604622	33.099453	32.613861	32.146805	31.696774	31.261333	30.836849	30.418398	
57.596027	55.240952	52.969627	50.810402	48.783600	46.901367	45.168510	43.583771	42.141434	40.832798	39.647396	38.573982	37.601295	36.718533	35.915749	35.184052	34.515793	33.904610	33.345531	32.834888	32.370308	31.950558	31.575260	31.244537	30.958422	30.716213	30.515709	30.352444	30.219202	30.105885	
57.199463	54.462139	51.835381	49.356430	47.050537	44.931244	43.002007	41.258602	39.691479	38.287880	37.033524	35.913837	34.914787	34.023453	33.228378	32.519760	31.889570	31.331610	30.841507	30.416670	30.056173	29.760504	29.531242	29.370468	29.279966	29.260178	29.308990	29.420486	29.584011	29.783855	
56.756149	53.595406	50.581711	47.763058	45.169350	42.813732	40.696045	38.806602	37.129921	35.647507	34.340042	33.188755	32.176319	31.287354	30.508707	29.829573	29.241547	28.738609	28.317104	27.975651	27.715025	27.537891	27.448387	27.451412	27.551571	27.751728	28.051147	28.443481	28.914955	29.443584	
56.245644	52.603539	49.160553	45.977493	43.087448	40.499886	38.206993	36.190063	34.424721	32.884666	31.544117	30.379215	29.368839	28.494894	27.742435	27.099640	26.557755	26.111015	25.756573	25.494455	25.327442	25.260845	25.302097	25.460032	25.743587	26.159943	26.711834	27.394276	28.191288	29.073730	
55.638039	51.433540	47.505905	43.930305	40.739021	37.931351	35.485451	33.368332	31.543003	29.972898	28.624327	27.467602	26.477461	25.633024	24.917587	24.318409	23.826475	23.436371	23.146187	22.957487	22.875313	22.908081	23.067329	23.367104	23.822639	24.448143	25.253126	26.237331	27.384739	28.658463	
54.887173	50.006454	45.524162	41.528534	38.041039	35.038956	32.476364	30.298866	28.452408	26.887682	25.561939	24.439301	23.490389	22.691734	22.025156	21.477203	21.038795	20.704979	20.474834	20.351536	20.342505	20.459560	20.719021	21.141460	21.750751	22.571777	23.625965	24.923836	26.454449	28.173986	
53.917324	48.199272	43.078964	38.646332	34.889393	31.742458	29.120712	26.939566	25.123425	23.608479	22.342587	21.284031	20.399935	19.664890	19.059761	18.570822	18.189186	17.910471	17.734737	17.666653	17.715866	17.897575	18.233160	18.750732	19.485119	20.476379	21.765369	23.383980	25.337801	27.581867	
52.594688	45.810997	39.967205	35.113735	31.156803	27.953186	25.359810	23.253078	21.533073	20.121580	18.958340	17.997313	17.203583	16.550962	16.020258	15.598066	15.276028	15.050430	14.922186	14.897110	14.986572	15.208515	15.588890	16.163401	16.979328	18.096428	19.584755	21.514959	23.933422	26.814770	
50.660847	42.497593	35.883953	30.707188	26.696878	23.582706	21.143944	19.213799	17.669983	16.423622	15.410050	14.582041	13.905006	13.353741	12.910206	12.562096	12.301977	12.126884	12.038303	12.042589	12.151834	12.385342	12.771894	13.353045	14.187639	15.357305	16.971104	19.163319	22.068611	25.743126	
47.559937	37.647213	30.380058	25.153698	21.363377	18.562063	16.447056	14.817780	13.540670	12.525366	11.709595	11.049704	10.514732	10.082663	9.738054	9.470581	9.274168	9.146608	9.089597	9.109170	9.216703	9.430620	9.779269	10.305558	11.074453	12.184834	13.787002	16.103733	19.436935	24.088747	
41.938759	30.161617	22.848766	18.180389	15.059654	12.876197	11.287539	10.094423	9.175787	8.454918	7.881388	7.421056	7.050327	6.752749	6.516969	6.335497	6.204017	6.121081	6.088147	6.109985	6.195541	6.359537	6.625253	7.029478	7.631489	8.529932	9.895304	12.032259	15.488867	21.174841	
30.038765	18.219616	12.683338	9.672073	7.833368	6.612122	5.750714	5.116244	4.633969	4.258882	3.962402	3.725643	3.535776	3.383974	3.264202	3.172516	3.106671	3.065951	3.051200	3.065054	3.112467	3.201680	3.345994	3.567112	3.901758	4.415878	5.237897	6.645095	9.313508	15.121954	
