Las temperaturas son: 
68.994560	71.956345	72.841629	72.885017	72.485298	71.718307	70.449196	68.247223	63.991913	54.543118	
64.021935	65.989143	66.525040	66.212936	65.337685	63.938515	61.831100	58.547607	53.177185	44.180485	
61.104454	61.453560	61.056580	60.104027	58.713936	56.866886	54.388947	50.934814	45.988613	39.001526	
58.943161	57.664768	56.144226	54.433029	52.547371	50.426235	47.922966	44.814007	40.840782	35.836838	
57.004719	54.119301	51.423527	48.937267	46.616821	44.368046	42.062790	39.557453	36.723541	33.504868	
54.958172	50.385895	46.494835	43.276917	40.615532	38.366966	36.403015	34.629562	32.990959	31.458893	
52.444256	45.973499	40.895050	37.061768	34.202744	32.082184	30.553284	29.567062	29.151798	29.339516	
48.847885	40.171440	34.052597	29.874506	27.053207	25.206964	24.161655	23.933971	24.709702	26.747177	
42.778511	31.814671	25.272209	21.332951	18.930656	17.532314	16.953411	17.298004	19.006008	22.939342	
30.453983	19.039415	13.891510	11.257072	9.806364	9.039938	8.822845	9.299321	11.077264	16.004131	
