Las temperaturas son: 
68.994965	71.957016	72.842422	72.885818	72.486053	71.718956	70.449692	68.247574	63.992126	54.543213	
64.022842	65.990639	66.526810	66.214745	65.339363	63.939957	61.832230	58.548416	53.177681	44.180706	
61.105949	61.456001	61.059479	60.106995	58.716698	56.869251	54.390793	50.936134	45.989410	39.001881	
58.945267	57.668198	56.148315	54.437233	52.551277	50.429577	47.925571	44.815857	40.841911	35.837349	
57.007393	54.123680	51.428749	48.942627	46.621811	44.372307	42.066128	39.559818	36.724983	33.505512	
54.961296	50.391022	46.500957	43.283211	40.621372	38.371944	36.406921	34.632336	32.992645	31.459641	
52.447632	45.979023	40.901646	37.068539	34.209026	32.087540	30.557487	29.570042	29.153616	29.340324	
48.851173	40.176823	34.059017	29.881100	27.059324	25.212173	24.165745	23.936867	24.711470	26.747963	
42.781258	31.819176	25.277582	21.338470	18.935780	17.536684	16.956837	17.300434	19.007492	22.940004	
30.455666	19.042168	13.894791	11.260443	9.809494	9.042609	8.824939	9.300806	11.078170	16.004536	
