Las temperaturas son: 
68.796600	71.630173	72.451340	72.482834	72.111366	71.399605	70.200012	68.071068	63.884583	54.495453	
63.586792	65.260139	65.652802	65.311760	64.499115	63.222450	61.270325	58.150780	52.935326	44.073105	
60.406132	60.271976	59.632298	58.633736	57.344521	55.696423	53.471703	50.284702	45.591827	38.825256	
57.954781	56.019600	54.130440	52.362953	50.616951	48.779152	46.632107	43.898071	40.281006	35.587852	
55.604530	51.993561	48.847794	46.275833	44.151764	42.269958	40.419926	38.392097	36.010506	33.187199	
53.267235	47.671650	43.499664	40.121494	37.721909	35.905449	34.485130	33.268642	32.157135	31.086971	
50.638065	42.978886	37.390488	33.756786	31.036690	29.440514	28.498459	28.106331	28.256992	28.939875	
47.143772	37.284187	30.553436	26.355564	24.098867	22.620605	22.169714	22.522942	23.841845	26.358681	
41.413704	29.467566	22.363058	18.294327	16.186762	15.477899	15.323910	16.114946	18.279011	22.614811	
29.666922	17.668535	12.163513	9.407813	8.066670	7.622124	7.910099	8.607113	10.636343	15.803280	
