Las temperaturas son: 
68.992004	71.952164	72.836655	72.879898	72.480560	71.714256	70.446022	68.244965	63.990540	54.542507	
64.016190	65.979759	66.513824	66.201416	65.326996	63.929405	61.823956	58.542549	53.174099	44.179111	
61.095058	61.438171	61.038216	60.085159	58.696426	56.851948	54.377235	50.926517	45.983543	38.999268	
58.929897	57.643051	56.118324	54.406418	52.522659	50.405155	47.906437	44.802299	40.833633	35.833668	
56.987797	54.091602	51.390495	48.903339	46.585320	44.341179	42.041710	39.542511	36.714424	33.500816	
54.938332	50.353424	46.456116	43.237160	40.578606	38.335464	36.378311	34.612053	32.980270	31.454142	
52.422890	45.938522	40.853340	37.018929	34.162971	32.048244	30.526672	29.548195	29.140285	29.334400	
48.827087	40.137390	34.011993	29.832802	27.014482	25.173922	24.135748	23.915604	24.698490	26.742195	
42.761047	31.786102	25.238159	21.297989	18.898190	17.504616	16.931694	17.282608	18.996613	22.935167	
30.443306	19.021957	13.870705	11.235714	9.786539	9.023024	8.809585	9.289922	11.071526	16.001583	
